iter	Passed	Remaining
150	1749	9837
151	1761	9826
152	1772	9814
153	1784	9804
154	1797	9798
155	1807	9776
156	1818	9761
157	1828	9745
158	1838	9724
159	1849	9709
160	1859	9688
161	1870	9674
162	1883	9673
163	1896	9669
164	1908	9658
165	1920	9651
166	1932	9641
167	1944	9631
168	1954	9609
169	1966	9598
170	1977	9586
171	1988	9571
172	1999	9555
173	2009	9538
174	2018	9517
175	2031	9513
176	2044	9507
177	2054	9487
178	2066	9478
179	2078	9468
180	2089	9454
181	2100	9439
182	2112	9430
183	2124	9420
184	2135	9409
185	2147	9400
186	2159	9388
187	2169	9370
188	2180	9355
189	2193	9350
190	2204	9335
191	2214	9319
192	2226	9309
193	2237	9295
194	2247	9276
195	2258	9264
196	2268	9246
197	2278	9231
198	2291	9223
199	2302	9209
200	2314	9201
201	2325	9188
202	2337	9178
203	2349	9167
204	2361	9159
205	2373	9147
206	2385	9136
207	2396	9126
208	2409	9117
209	2420	9105
210	2431	9090
211	2444	9085
212	2456	9077
213	2467	9062
214	2477	9047
215	2489	9036
216	2501	9026
217	2512	9014
218	2525	9007
219	2536	8994
220	2547	8981
221	2559	8970
222	2583	9001
223	2601	9012
224	2627	9049
225	2649	9074
226	2666	9079
227	2684	9090
228	2698	9084
229	2736	9162
230	2769	9219
231	2795	9253
232	2808	9243
233	2822	9239
234	2837	9236
235	2849	9225
236	2860	9208
237	2872	9195
238	2885	9188
239	2899	9180
240	2912	9173
241	2924	9159
242	2938	9152
243	2952	9147
244	2965	9137
245	2975	9121
246	2988	9110
247	3002	9104
248	3016	9097
249	3029	9088
250	3041	9076
251	3053	9062
252	3065	9051
253	3078	9042
254	3091	9031
255	3101	9013
256	3114	9003
257	3125	8988
258	3134	8968
259	3147	8957
260	3158	8944
261	3168	8924
262	3180	8912
263	3192	8899
264	3202	8883
265	3214	8869
266	3225	8854
267	3234	8833
268	3245	8819
269	3256	8803
270	3265	8785
271	3278	8773
272	3291	8764
273	3300	8744
274	3311	8729
275	3322	8715
276	3332	8698
277	3343	8683
278	3354	8668
279	3365	8653
280	3376	8639
281	3387	8625
282	3397	8607
283	3408	8593
284	3418	8576
285	3429	8560
286	3442	8551
287	3455	8542
288	3464	8524
289	3476	8512
290	3487	8497
291	3497	8479
292	3506	8461
293	3518	8449
294	3529	8434
295	3539	8418
296	3551	8407
297	3563	8395
298	3576	8385
299	3589	8376
300	3602	8366
301	3617	8360
302	3626	8342
303	3640	8334
304	3651	8321
305	3661	8303
306	3672	8290
307	3685	8279
308	3695	8264
309	3707	8252
310	3719	8239
311	3728	8222
312	3739	8208
313	3750	8193
314	3760	8176
315	3770	8161
316	3781	8148
317	3791	8130
318	3802	8117
319	3813	8104
320	3822	8086
321	3834	8073
322	3844	8057
323	3855	8043
324	3867	8032
325	3879	8021
326	3890	8006
327	3903	7997
328	3915	7985
329	3924	7967
330	3934	7952
331	3946	7939
332	3956	7925
333	3967	7910
334	3978	7896
335	3987	7880
336	3999	7869
337	4011	7857
338	4020	7839
339	4032	7827
340	4042	7811
341	4051	7795
342	4064	7785
343	4075	7772
344	4085	7756
345	4097	7744
346	4109	7733
347	4119	7718
348	4129	7703
349	4139	7688
350	4149	7672
351	4161	7660
352	4170	7643
353	4181	7629
354	4191	7616
355	4204	7604
356	4215	7591
357	4226	7578
358	4239	7569
359	4249	7554
360	4260	7540
361	4269	7525
362	4280	7511
363	4294	7502
364	4307	7494
365	4317	7478
366	4329	7467
367	4343	7458
368	4353	7444
369	4365	7433
370	4376	7419
371	4386	7405
372	4396	7389
373	4410	7381
374	4422	7370
375	4431	7353
376	4442	7340
377	4453	7328
378	4463	7313
379	4475	7301
380	4485	7286
381	4497	7276
382	4523	7287
383	4537	7279
384	4551	7270
385	4567	7265
386	4580	7256
387	4595	7248
388	4613	7246
389	4638	7255
390	4662	7262
391	4678	7256
392	4694	7251
393	4707	7241
394	4722	7232
395	4737	7225
396	4753	7219
397	4766	7210
398	4779	7199
399	4791	7186
400	4804	7177
401	4818	7168
402	4834	7161
403	4844	7146
404	4860	7140
405	4872	7128
406	4886	7120
407	4898	7108
408	4908	7093
409	4920	7080
410	4932	7069
411	4942	7053
412	4955	7042
413	4966	7029
414	4978	7017
415	4987	7001
416	4998	6988
417	5009	6974
418	5019	6959
419	5030	6947
420	5042	6934
421	5051	6919
422	5063	6907
423	5073	6891
424	5084	6879
425	5097	6868
426	5106	6852
427	5117	6838
428	5126	6823
429	5137	6809
430	5148	6796
431	5160	6784
432	5170	6770
433	5181	6756
434	5191	6743
435	5202	6729
436	5215	6718
437	5225	6705
438	5237	6692
439	5248	6680
440	5259	6666
441	5270	6653
442	5282	6641
443	5296	6631
444	5307	6619
445	5318	6606
446	5329	6593
447	5339	6579
448	5351	6566
449	5363	6555
450	5375	6543
451	5387	6532
452	5399	6520
453	5411	6508
454	5422	6495
455	5432	6480
456	5443	6468
457	5455	6456
458	5466	6443
459	5478	6431
460	5489	6418
461	5499	6403
462	5509	6390
463	5520	6376
464	5532	6365
465	5543	6352
466	5554	6339
467	5564	6325
468	5574	6311
469	5585	6298
470	5596	6286
471	5609	6274
472	5619	6261
473	5629	6247
474	5639	6233
475	5651	6221
476	5660	6206
477	5674	6196
478	5684	6183
479	5694	6168
480	5705	6155
481	5716	6143
482	5725	6129
483	5738	6117
484	5747	6103
485	5757	6089
486	5770	6078
487	5783	6067
488	5794	6055
489	5807	6044
490	5827	6040
491	5844	6034
492	5866	6033
493	5881	6024
494	5899	6018
495	5914	6009
496	5952	6024
497	5972	6020
498	6001	6025
499	6017	6017
500	6026	6002
501	6040	5992
502	6051	5979
503	6062	5966
504	6073	5953
505	6085	5940
506	6097	5928
507	6107	5914
508	6118	5902
509	6132	5891
510	6145	5880
511	6157	5868
512	6169	5856
513	6183	5846
514	6195	5834
515	6210	5824
516	6219	5810
517	6232	5799
518	6243	5786
519	6254	5773
520	6266	5761
521	6277	5748
522	6287	5734
523	6300	5723
524	6311	5710
525	6321	5696
526	6334	5685
527	6348	5675
528	6361	5663
529	6371	5649
530	6381	5636
531	6393	5624
532	6404	5611
533	6415	5598
534	6426	5585
535	6438	5574
536	6449	5560
537	6461	5549
538	6473	5536
539	6488	5526
540	6499	5514
541	6509	5500
542	6521	5488
543	6530	5474
544	6541	5461
545	6553	5449
546	6563	5435
547	6575	5423
548	6586	5410
549	6597	5398
550	6609	5386
551	6621	5373
552	6631	5360
553	6641	5347
554	6654	5335
555	6664	5321
556	6677	5310
557	6690	5299
558	6702	5287
559	6711	5273
560	6724	5262
561	6738	5251
562	6749	5238
563	6759	5225
564	6772	5214
565	6785	5203
566	6794	5189
567	6805	5175
568	6816	5163
569	6826	5149
570	6836	5136
571	6847	5123
572	6857	5110
573	6869	5098
574	6878	5083
575	6889	5071
576	6899	5058
577	6912	5046
578	6930	5039
579	6946	5029
580	6957	5017
581	6981	5014
582	6992	5001
583	7005	4990
584	7020	4980
585	7039	4973
586	7063	4969
587	7087	4965
588	7103	4956
589	7119	4947
590	7131	4935
591	7147	4925
592	7162	4915
593	7173	4903
594	7188	4893
595	7202	4882
596	7215	4870
597	7228	4859
598	7244	4849
599	7253	4835
600	7266	4824
601	7279	4812
602	7291	4800
603	7302	4787
604	7315	4776
605	7328	4764
606	7341	4753
607	7351	4739
608	7364	4728
609	7377	4716
610	7388	4704
611	7398	4690
612	7411	4678
613	7422	4666
614	7433	4653
615	7443	4640
616	7456	4628
617	7465	4614
618	7476	4602
619	7488	4589
620	7500	4577
621	7513	4566
622	7526	4554
623	7538	4542
624	7547	4528
625	7557	4515
626	7567	4501
627	7577	4488
628	7589	4476
629	7600	4463
630	7610	4450
631	7621	4437
632	7634	4426
633	7644	4412
634	7657	4401
635	7669	4389
636	7678	4375
637	7689	4362
638	7702	4351
639	7710	4337
640	7724	4326
641	7737	4314
642	7749	4302
643	7760	4289
644	7770	4276
645	7779	4263
646	7791	4250
647	7804	4239
648	7816	4227
649	7827	4214
650	7837	4201
651	7847	4188
652	7857	4175
653	7867	4162
654	7877	4148
655	7888	4136
656	7900	4124
657	7910	4111
658	7923	4100
659	7935	4088
660	7946	4075
661	7954	4061
662	7966	4049
663	7975	4035
664	7986	4023
665	7997	4010
666	8010	3999
667	8021	3986
668	8033	3974
669	8044	3962
670	8054	3949
671	8066	3937
672	8079	3925
673	8089	3912
674	8101	3900
675	8112	3888
676	8121	3874
677	8132	3862
678	8143	3850
679	8153	3836
680	8163	3824
681	8173	3811
682	8185	3799
683	8197	3787
684	8207	3774
685	8217	3761
686	8229	3749
687	8239	3736
688	8251	3724
689	8263	3712
690	8275	3700
691	8286	3687
692	8297	3675
693	8307	3662
694	8319	3650
695	8329	3638
696	8341	3626
697	8351	3613
698	8364	3601
699	8377	3590
700	8388	3578
701	8398	3565
702	8409	3552
703	8422	3541
704	8432	3528
705	8443	3516
706	8455	3504
707	8465	3491
708	8476	3479
709	8487	3466
710	8499	3454
711	8510	3442
712	8521	3430
713	8532	3417
714	8544	3405
715	8555	3393
716	8564	3380
717	8576	3368
718	8586	3355
719	8596	3342
720	8607	3330
721	8617	3318
722	8627	3305
723	8637	3292
724	8648	3280
725	8659	3268
726	8671	3256
727	8681	3243
728	8691	3231
729	8702	3218
730	8712	3206
731	8723	3193
732	8733	3181
733	8742	3168
734	8753	3155
735	8764	3143
736	8774	3131
737	8787	3119
738	8798	3107
739	8808	3094
740	8820	3083
741	8831	3070
742	8841	3058
743	8852	3046
744	8864	3034
745	8874	3021
746	8885	3009
747	8897	2997
748	8906	2984
749	8918	2972
750	8927	2959
751	8938	2947
752	8950	2935
753	8960	2923
754	8971	2911
755	8982	2899
756	8992	2886
757	9005	2875
758	9017	2863
759	9028	2851
760	9037	2838
761	9048	2826
762	9058	2813
763	9068	2801
764	9079	2789
765	9089	2776
766	9102	2765
767	9114	2753
768	9126	2741
769	9136	2729
770	9149	2717
771	9163	2706
772	9175	2694
773	9187	2682
774	9199	2670
775	9211	2658
776	9223	2647
777	9233	2634
778	9245	2623
779	9255	2610
780	9266	2598
781	9278	2586
782	9288	2574
783	9300	2562
784	9312	2550
785	9323	2538
786	9333	2526
787	9344	2514
788	9354	2501
789	9365	2489
790	9377	2477
791	9389	2465
792	9398	2453
793	9409	2441
794	9420	2429
795	9431	2417
796	9442	2405
797	9453	2393
798	9463	2380
799	9474	2368
800	9487	2357
801	9500	2345
802	9511	2333
803	9523	2321
804	9533	2309
805	9543	2297
806	9553	2284
807	9561	2271
808	9573	2260
809	9585	2248
810	9595	2236
811	9604	2223
812	9614	2211
813	9625	2199
814	9635	2187
815	9645	2174
816	9657	2163
817	9668	2151
818	9678	2138
819	9689	2126
820	9699	2114
821	9708	2102
822	9719	2090
823	9729	2078
824	9740	2066
825	9753	2054
826	9762	2042
827	9774	2030
828	9786	2018
829	9796	2006
830	9807	1994
831	9820	1982
832	9830	1970
833	9840	1958
834	9851	1946
835	9860	1934
836	9871	1922
837	9881	1910
838	9891	1898
839	9904	1886
840	9914	1874
841	9923	1862
842	9936	1850
843	9949	1838
844	9959	1826
845	9970	1814
846	9981	1802
847	9990	1790
848	10001	1778
849	10012	1766
850	10023	1755
851	10035	1743
852	10048	1731
853	10061	1720
854	10072	1708
855	10084	1696
856	10094	1684
857	10103	1672
858	10114	1660
859	10123	1648
860	10135	1636
861	10148	1624
862	10157	1612
863	10168	1600
864	10179	1588
865	10188	1576
866	10201	1564
867	10214	1553
868	10225	1541
869	10236	1529
870	10247	1517
871	10257	1505
872	10268	1493
873	10279	1481
874	10289	1469
875	10303	1458
876	10315	1446
877	10326	1434
878	10335	1422
879	10346	1410
880	10357	1399
881	10367	1387
882	10377	1375
883	10390	1363
884	10402	1351
885	10412	1339
886	10423	1327
887	10433	1315
888	10445	1304
889	10455	1292
890	10465	1280
891	10476	1268
892	10485	1256
893	10496	1244
894	10508	1232
895	10518	1220
896	10530	1209
897	10541	1197
898	10553	1185
899	10563	1173
900	10576	1162
901	10586	1150
902	10596	1138
903	10608	1126
904	10619	1114
905	10628	1102
906	10640	1091
907	10652	1079
908	10663	1067
909	10674	1055
910	10685	1043
911	10696	1032
912	10707	1020
913	10717	1008
914	10727	996
915	10739	984
916	10751	973
917	10761	961
918	10771	949
919	10781	937
920	10793	925
921	10806	914
922	10816	902
923	10826	890
924	10837	878
925	10849	867
926	10859	855
927	10871	843
928	10882	831
929	10891	819
930	10903	808
931	10913	796
932	10924	784
933	10934	772
934	10944	760
935	10955	749
936	10967	737
937	10977	725
938	10988	713
939	10999	702
940	11010	690
941	11022	678
942	11034	666
943	11044	655
944	11054	643
945	11064	631
946	11075	619
947	11085	608
948	11096	596
949	11107	584
950	11119	572
951	11129	561
952	11139	549
953	11149	537
954	11160	525
955	11170	514
956	11182	502
957	11192	490
958	11203	478
959	11215	467
960	11226	455
961	11235	443
962	11247	432
963	11258	420
964	11268	408
965	11280	397
966	11289	385
967	11302	373
968	11315	361
969	11326	350
970	11336	338
971	11347	326
972	11358	315
973	11368	303
974	11379	291
975	11390	280
976	11399	268
977	11411	256
978	11423	245
979	11434	233
980	11445	221
981	11456	209
982	11466	198
983	11477	186
984	11488	174
985	11499	163
986	11510	151
987	11522	139
988	11532	128
989	11545	116
990	11556	104
991	11565	93
992	11576	81
993	11586	69
994	11596	58
995	11607	46
996	11616	34
997	11627	23
998	11639	11
999	11649	0
